"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Water Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Pitch Angle","Yaw Angle"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","°C","V","rpm","deg","deg","deg"
"175.200","75.6697","15","0.6890","0.1795","-0.8794","-123.5256","18.3888","153.5347","4.7000","0.1280","65.4921","44.98499878","4.85537965","55.4","0.61","0.81","0.82","-15.2","80.7","17.3","109.8","3.5","12048","1.4","43.1","95.6"
"175.250","76.1064","15","0.6951","0.2223","-0.9308","-122.4907","18.4749","153.4789","4.7000","0.1300","65.5631","44.98499385","4.85536805","55.6","0.63","0.69","0.81","-35.7","85.3","11.1","110.4","3.5","12063","1.6","43.1","95.2"
"175.300","76.8079","15","0.7003","0.2248","-0.9237","-121.4312","18.5199","153.4436","4.7000","0.1300","66.0067","44.98498887","4.85535617","55.9","0.58","0.57","0.82","-31.8","57.5","0.7","111.0","3.5","12082","2.6","43.0","94.5"
"175.350","77.2919","15","0.6600","0.1969","-0.9364","-120.6929","17.3682","153.4068","4.7000","0.1245","70.8269","44.98498413","4.85534418","56.1","0.62","0.55","0.82","-8.0","8.4","-10.5","111.6","3.5","12115","3.2","43.1","93.4"
"175.400","77.6461","16","0.6160","0.1854","-0.9940","-120.3180","16.1370","153.3318","4.7000","0.1120","76.5804","44.98497925","4.85533222","56.3","0.60","0.54","0.85","0.2","-35.7","-19.6","112.2","3.5","12175","2.9","43.2","92.3"
"175.450","77.8671","16","0.6015","0.1864","-1.0527","-119.5847","15.6921","153.2620","4.7000","0.1100","78.9757","44.98497457","4.85531999","56.6","0.58","0.55","0.85","7.9","-36.7","-15.8","112.8","3.5","12192","2.3","43.3","91.5"
"175.500","78.2747","16","0.5853","0.1849","-1.0951","-118.5243","15.2063","153.1982","4.7000","0.1100","81.9255","44.98497009","4.85530770","56.8","0.58","0.57","0.81","-8.8","8.0","-8.0","113.4","3.5","12218","1.6","43.3","90.9"
"175.550","78.3198","16","0.5634","0.1600","-1.1135","-117.6053","14.5788","153.1599","4.7000","0.1100","85.5010","44.98496571","4.85529527","57.0","0.56","0.59","0.77","-30.5","46.7","1.1","114.0","3.5","12253","1.5","43.3","90.2"
"175.600","78.7557","16","0.5701","0.1423","-1.1384","-116.8245","14.7012","153.1171","4.7000","0.1100","85.2607","44.98496144","4.85528264","57.3","0.58","0.56","0.77","-12.7","23.6","-1.6","114.6","3.5","12270","2.1","43.3","89.4"
"175.650","78.7091","16","0.5808","0.1084","-1.1702","-116.2906","14.9293","153.0675","4.7000","0.1000","83.9086","44.98495713","4.85527029","57.5","0.55","0.52","0.79","-5.6","-22.7","-14.2","115.1","3.5","12331","2.1","43.4","88.6"
"175.700","78.7652","16","0.6048","0.0983","-1.1733","-115.5975","15.5113","153.0302","4.7000","0.1000","80.8178","44.98495305","4.85525757","57.7","0.57","0.55","0.77","-6.0","-1.1","-7.2","115.4","3.5","12368","1.8","43.6","87.8"
"175.750","79.0941","16","0.6317","0.1270","-1.2156","-114.7038","16.1656","152.9746","4.7000","0.1000","77.8705","44.98494905","4.85524473","57.9","0.60","0.58","0.80","-16.9","-5.1","-5.6","115.7","3.5","12405","1.6","43.6","87.1"
"175.800","79.7441","16","0.6409","0.1484","-1.2474","-113.8338","16.3556","152.9065","4.7000","0.1000","77.5983","44.98494519","4.85523163","58.1","0.61","0.58","0.82","-17.6","-23.9","-14.9","116.0","3.5","12437","1.7","43.6","86.3"
"175.850","80.1252","16","0.6154","0.1404","-1.2725","-113.1670","15.6547","152.8536","4.7000","0.1000","81.4602","44.98494138","4.85521847","58.3","0.59","0.59","0.79","-17.7","-9.6","-12.3","116.3","3.5","12486","1.9","43.6","85.5"
"175.900","79.6889","16","0.6041","0.1347","-1.3238","-112.3606","15.3215","152.7994","4.7000","0.1000","82.7783","44.98493777","4.85520548","58.5","0.60","0.60","0.80","-9.4","-11.6","-15.1","116.7","3.5","12515","1.9","43.6","84.7"
"175.950","80.0593","16","0.6341","0.1359","-1.3272","-111.5101","16.0371","152.7601","4.7000","0.0945","79.4521","44.98493422","4.85519220","58.6","0.60","0.62","0.79","-11.5","15.3","-11.2","117.0","3.5","12549","1.8","43.6","83.9"
"176.000","80.6231","16","0.6423","0.1483","-1.3884","-110.6816","16.1959","152.6808","4.7000","0.0900","79.2274","44.98493081","4.85517871","58.8","0.60","0.62","0.81","-18.1","13.6","-11.7","117.3","3.5","12585","1.6","43.5","83.1"
"176.050","80.8866","16","0.6431","0.1308","-1.4199","-109.8670","16.1648","152.5983","4.7000","0.0900","79.6389","44.98492742","4.85516515","58.9","0.60","0.61","0.80","-7.8","13.0","-8.2","117.6","3.5","12605","1.6","43.3","82.2"
"176.100","80.8825","16","0.6126","0.1289","-1.4417","-109.1163","15.3557","152.5542","4.7000","0.0900","83.8308","44.98492432","4.85515147","59.0","0.60","0.59","0.80","-2.8","-0.1","-8.4","117.9","3.5","12643","1.4","43.2","81.4"
"176.150","80.8171","16","0.5733","0.1225","-1.4776","-108.4179","14.3316","152.5099","4.7000","0.0900","89.7487","44.98492122","4.85513797","59.2","0.61","0.56","0.79","3.8","-6.1","-4.8","118.3","3.5","12665","1.1","43.2","80.8"
"176.200","81.2338","16","0.5486","0.1099","-1.4645","-107.7895","13.6782","152.4773","4.7000","0.0900","94.5212","44.98491822","4.85512428","59.4","0.61","0.54","0.79","0.3","-6.5","-5.2","118.6","3.5","12695","0.7","43.2","80.3"
"176.250","81.6135","16","0.4988","0.1102","-1.4432","-106.9771","12.4099","152.4613","4.7000","0.0900","104.6679","44.98491530","4.85511026","59.5","0.62","0.51","0.80","-4.8","4.0","-6.9","118.9","3.5","12717","0.5","43.2","79.7"
"176.300","81.8267","16","0.4640","0.1186","-1.4809","-106.4196","11.5169","152.3916","4.7000","0.0900","113.0787","44.98491255","4.85509628","59.6","0.63","0.46","0.80","-5.0","10.1","-6.7","119.2","3.5","12747","0.4","43.2","79.2"
"176.350","81.9119","16","0.4365","0.1032","-1.5401","-106.1128","10.8064","152.3087","4.7000","0.0900","120.6384","44.98490980","4.85508236","59.7","0.64","0.43","0.80","0.8","-4.0","-7.1","119.5","3.5","12778","0.3","43.2","78.6"
"176.400","82.0591","16","0.4336","0.0773","-1.5737","-105.4144","10.7123","152.2362","4.7000","0.0900","121.9166","44.98490726","4.85506826","59.8","0.68","0.41","0.82","-0.1","-6.5","-7.6","119.9","3.5","12795","-0.1","43.1","78.1"
"176.450","82.2250","16","0.4170","0.1097","-1.6020","-104.8114","10.2833","152.1927","4.7000","0.0905","127.2597","44.98490475","4.85505421","59.9","0.69","0.39","0.84","-3.4","3.4","-6.2","120.2","3.5","12824","-0.4","43.0","77.7"
"176.500","82.4257","16","0.3752","0.1379","-1.6042","-104.6130","9.2306","152.1527","4.7000","0.1000","142.1190","44.98490213","4.85504002","60.0","0.69","0.37","0.84","-3.0","5.3","-2.2","120.5","3.5","12839","-0.5","42.8","77.3"
"176.550","82.4555","16","0.3513","0.1363","-1.6002","-104.1486","8.6182","152.1132","4.7000","0.0945","152.2732","44.98489969","4.85502592","60.1","0.67","0.33","0.83","1.1","1.5","-0.3","120.8","3.5","12855","-0.7","42.8","77.0"
"176.600","82.6984","16","0.3167","0.1159","-1.5852","-103.6503","7.7477","152.0900","4.7000","0.0900","169.8810","44.98489740","4.85501170","60.2","0.67","0.27","0.83","4.8","-0.0","-2.2","121.1","3.5","12879","-1.0","42.7","76.9"
"176.650","83.1530","16","0.2569","0.1093","-1.5588","-103.3070","6.2694","152.0804","4.7000","0.1000","211.0913","44.98489508","4.85499734","60.3","0.68","0.22","0.83","4.3","0.9","-1.9","121.4","3.5","12903","-1.3","42.6","76.9"
"176.700","83.5273","16","0.1924","0.1171","-1.5972","-102.7446","4.6848","152.0076","4.7000","0.1000","283.7640","44.98489287","4.85498282","60.4","0.69","0.15","0.84","15.2","0.7","5.3","121.6","3.5","12924","-1.5","42.5","77.0"
"176.750","83.6665","16","0.1184","0.1216","-1.6009","-102.8649","2.8750","151.9606","4.7000","0.1000","463.1566","44.98489050","4.85496842","60.5","0.68","0.06","0.84","21.5","-2.3","8.4","121.8","3.5","12948","-2.0","42.5","77.4"
"176.800","83.7310","16","0.0420","0.1081","-1.6078","-102.8984","1.0172","151.9229","4.7000","0.1000","1310.0710","44.98488814","4.85495404","60.6","0.67","-0.02","0.85","3.1","-6.0","3.8","122.0","3.5","12979","-2.4","42.4","78.0"
"176.850","83.8585","16","-0.0324","0.0981","-1.6122","-103.0035","-0.7841","151.8900","4.7000","0.1000","1702.1750","44.98488574","4.85493970","60.7","0.66","-0.06","0.85","-12.8","-5.2","-1.3","122.2","3.5","12997","-2.1","42.3","78.3"
"176.900","83.9835","16","-0.0584","0.0858","-1.6058","-102.9095","-1.4090","151.8663","4.7000","0.1000","948.6686","44.98488341","4.85492520","60.7","0.66","-0.08","0.85","-3.3","-3.4","0.5","122.4","3.5","13023","-1.4","42.2","78.3"
"176.950","84.0016","16","-0.0916","0.0892","-1.5794","-103.0652","-2.2056","151.8467","4.7000","0.1000","606.1573","44.98488097","4.85491077","60.8","0.67","-0.09","0.85","2.9","-5.1","1.1","122.6","3.5","13052","-1.2","42.1","78.4"
"177.000","84.2023","16","-0.1349","0.0893","-1.5649","-103.3716","-3.2421","151.8382","4.7000","0.1000","413.3474","44.98487844","4.85489640","60.9","0.67","-0.06","0.85","-3.6","2.8","3.1","122.8","3.5","13072","-1.3","42.0","78.4"
"177.050","84.5472","16","-0.1271","0.0841","-1.5335","-103.4623","-3.0478","151.8170","4.7000","0.1000","441.5062","44.98487595","4.85488192","61.0","0.66","-0.05","0.85","1.4","11.4","5.0","123.0","3.5","13101","-1.3","41.9","78.5"
"177.100","84.7025","16","-0.1118","0.0905","-1.5426","-103.4780","-2.6779","151.7887","4.7000","0.1000","503.4051","44.98487342","4.85486741","61.0","0.67","-0.05","0.85","1.1","16.5","6.1","123.2","3.5","13130","-1.4","41.8","78.8"
"177.150","84.9851","16","-0.0912","0.1141","-1.5245","-103.4721","-2.1796","151.7657","4.7000","0.1000","620.5608","44.98487101","4.85485284","61.1","0.68","-0.04","0.88","-7.8","14.0","1.0","123.4","3.5","13157","-1.3","41.6","79.0"
"177.200","85.0450","16","-0.0533","0.1251","-1.5105","-103.5656","-1.2718","151.7498","4.7000","0.1000","1064.3059","44.98486845","4.85483826","61.3","0.67","-0.03","0.86","-5.7","5.2","-2.7","123.6","3.5","13172","-0.8","41.5","79.1"
"177.250","85.2769","16","-0.0419","0.1084","-1.4916","-103.6592","-0.9972","151.7430","4.7000","0.1000","1361.0151","44.98486582","4.85482361","61.3","0.65","-0.00","0.85","-1.7","8.5","-3.6","123.9","3.5","13191","-0.4","41.4","78.9"
"177.300","85.3963","16","0.0407","0.0875","-1.4450","-103.7415","0.9649","151.7393","4.7000","0.1000","1408.6162","44.98486330","4.85480913","61.4","0.66","0.03","0.84","-5.2","5.4","-2.9","124.1","3.5","13218","-0.4","41.3","78.7"
"177.350","85.5063","16","0.1389","0.0577","-1.4416","-103.6232","3.2888","151.7175","4.7000","0.1000","413.7953","44.98486082","4.85479437","61.5","0.63","0.09","0.83","-15.6","-3.2","-5.3","124.3","3.5","13242","-0.4","41.2","78.5"
"177.400","85.6231","16","0.2283","0.0494","-1.4426","-103.4541","5.4007","151.6896","4.7000","0.1000","252.3255","44.98485831","4.85477981","61.6","0.63","0.17","0.82","-19.1","2.8","-9.2","124.5","3.5","13266","-0.1","41.2","78.1"
"177.450","85.6774","16","0.2888","0.0551","-1.4259","-103.0733","6.8235","151.6780","4.7000","0.1000","199.8388","44.98485595","4.85476503","61.8","0.62","0.26","0.81","-22.9","8.2","-11.9","124.7","3.5","13293","0.4","41.1","77.4"
"177.500","85.8998","16","0.3559","0.0616","-1.4387","-102.5553","8.4001","151.6141","4.7000","0.1000","162.7518","44.98485369","4.85475013","61.8","0.64","0.39","0.81","-25.0","4.7","-16.0","124.9","3.5","13330","1.0","41.1","76.6"
"177.550","85.9184","16","0.4740","0.0671","-1.4208","-101.8915","11.1738","151.6094","4.7000","0.1055","122.3780","44.98485165","4.85473533","61.9","0.65","0.53","0.83","-26.9","-1.7","-20.9","125.1","3.5","13353","1.7","41.0","75.6"
"177.600","85.9401","16","0.5837","0.0631","-1.3971","-101.0064","13.7407","151.5908","4.7000","0.1100","99.5420","44.98484981","4.85472045","62.1","0.67","0.66","0.86","-23.9","2.5","-18.9","125.3","3.5","13387","2.4","40.9","74.5"
"177.650","85.8670","16","0.6809","0.0832","-1.3968","-100.3864","16.0091","151.5723","4.7000","0.1100","85.3647","44.98484793","4.85470551","62.2","0.66","0.73","0.85","-8.1","4.5","-13.0","125.4","3.5","13420","2.7","40.8","73.4"
"177.700","86.2616","16","0.7637","0.0635","-1.3348","-99.6958","17.9282","151.5904","4.7000","0.1100","76.5773","44.98484634","4.85469053","62.3","0.66","0.81","0.85","-20.0","6.6","-13.7","125.5","3.5","13442","2.4","40.7","72.3"
"177.750","86.5299","16","0.8100","0.0492","-1.2860","-99.0002","18.9921","151.6041","4.7000","0.1100","72.5125","44.98484478","4.85467544","62.4","0.64","0.92","0.86","-63.5","-1.2","-29.2","125.5","3.5","13456","2.6","40.6","71.1"
"177.800","86.5383","16","0.8757","0.0061","-1.2490","-97.8296","20.5163","151.6298","4.7000","0.1180","67.1319","44.98484353","4.85466036","62.5","0.63","1.02","0.86","-97.3","-6.4","-46.6","125.6","3.5","13469","4.6","40.5","69.1"
"177.850","86.2130","16","0.9611","-0.0499","-1.1750","-96.4890","22.5175","151.6810","4.7000","0.1415","60.9357","44.98484256","4.85464530","62.7","0.62","1.05","0.86","-67.2","-4.3","-47.4","125.6","3.5","13499","7.6","40.6","66.6"
"177.900","86.0305","16","1.0539","-0.1218","-1.0707","-95.0527","24.7267","151.7610","4.7000","0.1760","55.3740","44.98484192","4.85463035","62.8","0.61","1.09","0.86","4.2","-6.2","-38.8","125.7","3.5","13583","9.2","40.7","64.1"
"177.950","85.9462","16","1.1721","-0.1489","-0.9673","-93.9126","27.5786","151.8327","4.7000","0.2010","49.5991","44.98484145","4.85461530","63.0","0.58","1.18","0.86","27.5","-3.9","-35.2","125.7","3.5","13637","8.0","40.7","62.0"
"178.000","85.6602","16","1.2894","-0.1588","-0.9225","-92.4830","30.4378","151.8545","4.7000","0.2020","44.7905","44.98484125","4.85460022","63.1","0.59","1.31","0.83","19.0","-8.1","-37.9","125.8","3.5","13660","5.6","40.9","60.2"
"178.050","85.0243","16","1.4111","-0.1871","-0.8719","-90.9788","33.4287","151.8848","4.7000","0.2305","40.4804","44.98484139","4.85458549","63.2","0.61","1.44","0.84","-18.4","-12.1","-42.7","125.8","3.5","13660","3.6","41.0","58.1"
"178.100","84.4135","16","1.5343","-0.1992","-0.8518","-89.1890","36.5049","151.9076","4.7000","0.2400","36.8028","44.98484193","4.85457073","63.4","0.64","1.51","0.84","-17.3","-11.9","-36.5","125.9","3.5","13596","2.7","41.0","55.8"
"178.150","84.1353","16","1.5972","-0.1899","-0.8026","-87.1482","38.1747","151.9440","4.7000","0.2345","35.0770","44.98484286","4.85455598","63.6","0.64","1.51","0.81","15.8","-15.4","-27.5","125.9","3.5","13567","1.8","41.0","53.6"
"178.200","83.9904","16","1.6124","-0.1296","-0.7567","-85.0840","38.7056","151.9855","4.7000","0.2220","34.5363","44.98484412","4.85454116","63.7","0.65","1.55","0.78","41.6","2.3","-19.8","126.0","3.5","13517","-0.2","41.0","52.1"
"178.250","84.0462","16","1.6145","-0.0795","-0.7309","-83.1718","38.8760","151.9707","4.7000","0.2095","34.4078","44.98484587","4.85452650","63.9","0.65","1.60","0.75","14.9","6.4","-19.7","126.0","3.5","13458","-2.7","41.0","50.9"
"178.300","84.1391","16","1.6112","-0.0416","-0.7484","-81.1921","38.8745","151.9334","4.7000","0.1940","34.4472","44.98484791","4.85451175","64.0","0.64","1.62","0.73","-27.0","4.1","-20.2","126.1","3.5","13394","-3.9","41.0","49.7"
"178.350","83.9151","16","1.5665","-0.0060","-0.7598","-79.2894","37.8424","151.9251","4.7000","0.1800","35.2925","44.98485026","4.85449721","64.1","0.62","1.59","0.72","-56.2","-6.4","-22.1","126.1","3.5","13333","-3.1","40.9","48.4"
"178.400","83.3864","16","1.4797","0.0310","-0.7461","-77.4133","35.7636","151.9341","4.7000","0.1800","37.1086","44.98485293","4.85448306","64.3","0.53","1.43","0.68","-71.8","-24.1","-14.0","126.2","3.5","13253","-0.7","40.9","47.4"
"178.450","83.5311","16","1.3651","0.0430","-0.7342","-75.6587","32.9824","151.9154","4.7000","0.1695","40.3076","44.98485584","4.85446861","64.5","0.53","1.26","0.67","-46.4","-17.0","-9.7","126.2","3.5","13243","2.4","41.1","46.9"
"178.500","83.7818","16","1.2826","0.0201","-0.7363","-74.4025","30.9729","151.9030","4.7000","0.1540","43.0515","44.98485901","4.85445446","64.7","0.56","1.18","0.69","-34.1","-3.9","-15.6","126.3","3.5","13203","4.4","41.1","46.2"
"178.550","83.9478","16","1.2292","-0.0088","-0.7290","-73.0940","29.6807","151.8898","4.7000","0.1345","45.0149","44.98486238","4.85444037","64.9","0.63","1.16","0.77","-20.8","9.7","-14.8","126.3","3.5","13175","5.3","41.0","45.3"
"178.600","83.6751","16","1.1890","-0.0197","-0.7384","-71.5060","28.7244","151.8729","4.7000","0.1300","46.3623","44.98486607","4.85442642","65.1","0.64","1.11","0.82","-9.2","11.6","-12.5","126.4","3.5","13201","5.5","40.8","44.3"
"178.650","83.6654","16","1.1687","0.0212","-0.7013","-70.0238","28.2516","151.8825","4.7000","0.1300","47.1327","44.98486992","4.85441259","65.2","0.64","1.09","0.85","-18.8","1.5","-17.0","126.4","3.5","13227","5.1","40.8","43.2"
"178.700","83.7282","16","1.1664","0.0345","-0.6776","-68.6943","28.1916","151.8991","4.7000","0.1300","47.2686","44.98487398","4.85439892","65.3","0.65","1.12","0.87","-51.2","8.3","-23.8","126.3","3.5","13225","5.1","40.8","41.7"
"178.750","83.7695","16","1.1779","0.0563","-0.6659","-67.1397","28.4534","151.8963","4.7000","0.1300","46.8568","44.98487846","4.85438545","65.4","0.65","1.13","0.88","-53.5","16.5","-31.1","126.3","3.5","13245","6.3","40.8","39.7"
"178.800","83.7195","16","1.1986","0.0407","-0.6728","-65.5505","28.9243","151.8775","4.7000","0.1300","46.0663","44.98488308","4.85437217","65.6","0.66","1.13","0.89","-0.6","7.2","-31.6","126.3","3.5","13280","7.4","40.8","37.7"
"178.850","83.6615","16","1.2356","-0.0062","-0.6805","-64.1696","29.8024","151.8579","4.7000","0.1100","44.6780","44.98488799","4.85435905","65.7","0.59","1.16","0.89","8.3","-7.9","-25.5","126.2","3.5","13318","6.7","40.8","36.1"
"178.900","83.8649","16","1.2775","-0.0509","-0.6604","-62.7137","30.8308","151.8524","4.7000","0.1100","43.2928","44.98489313","4.85434592","65.9","0.61","1.20","0.85","-1.7","-5.3","-22.0","126.2","3.5","13311","5.7","41.0","34.8"
"178.950","83.9439","16","1.3289","-0.0359","-0.6659","-61.1864","32.1150","151.8391","4.7000","0.1100","41.6008","44.98489847","4.85433318","65.9","0.63","1.31","0.87","-39.5","5.5","-31.2","126.2","3.5","13330","5.0","41.0","33.2"
"179.000","83.8647","16","1.3682","-0.0434","-0.6467","-59.5149","33.0992","151.8257","4.7000","0.1180","40.3257","44.98490410","4.85432057","66.0","0.66","1.43","0.92","-66.1","7.3","-35.5","126.1","3.5","13330","5.6","41.0","31.2"
"179.050","83.4116","16","1.4341","-0.0566","-0.6940","-57.7477","34.7376","151.7952","4.7000","0.1205","38.2162","44.98491008","4.85430821","66.2","0.60","1.41","0.91","-78.7","-3.8","-31.3","126.1","3.5","13338","7.4","41.0","29.0"
"179.100","83.0144","16","1.5287","-0.0429","-0.7017","-55.8616","37.0879","151.7666","4.7000","0.1300","35.6239","44.98491626","4.85429639","66.4","0.67","1.40","0.92","-13.6","15.4","-21.4","126.1","3.5","13293","9.2","41.1","26.9"
"179.150","82.7954","16","1.5945","-0.0371","-0.6993","-54.0253","38.7353","151.7460","4.7000","0.1300","34.0189","44.98492263","4.85428483","66.4","0.67","1.45","1.00","-6.7","10.1","-26.5","126.0","3.5","13321","8.9","41.0","25.5"
"179.200","82.8277","16","1.6623","-0.0295","-0.6908","-52.0150","40.4329","151.7375","4.7000","0.1300","32.6033","44.98492937","4.85427348","66.5","0.71","1.51","1.02","-17.1","10.6","-32.3","126.0","3.5","13300","8.3","40.9","24.1"
"179.250","83.3011","16","1.7424","-0.0030","-0.6647","-49.7283","42.4271","151.7514","4.7000","0.1400","31.2484","44.98493649","4.85426254","66.6","0.69","1.52","1.02","-48.1","22.7","-35.0","126.0","3.5","13331","8.3","40.7","22.3"
"179.300","83.3954","16","1.7806","0.0063","-0.6586","-47.6475","43.3842","151.7523","4.7000","0.1400","30.5936","44.98494400","4.85425184","66.7","0.72","1.53","1.04","-19.0","38.2","-26.2","125.9","3.5","13294","8.9","40.6","20.2"
"179.350","83.1880","16","1.7440","0.0254","-0.6474","-45.5179","42.5065","151.7558","4.7000","0.1400","31.1476","44.98495160","4.85424171","66.9","0.70","1.50","1.03","-2.2","19.2","-28.5","125.9","3.5","13285","8.7","40.5","18.4"
"179.400","83.0548","16","1.6694","0.0417","-0.6188","-43.6375","40.6885","151.7606","4.7000","0.1400","32.4873","44.98495939","4.85423187","66.9","0.70","1.51","0.99","-0.4","2.2","-30.5","125.9","3.5","13257","7.9","40.5","16.6"
"179.450","83.2656","16","1.5890","0.0526","-0.5783","-41.5144","38.7114","151.7873","4.7000","0.1395","34.2331","44.98496749","4.85422232","67.0","0.69","1.53","0.98","-23.0","9.2","-28.9","125.9","3.5","13242","7.1","40.4","14.8"
"179.500","82.9638","16","1.5060","0.0444","-0.5709","-39.5060","36.6646","151.7805","4.7000","0.1300","36.0132","44.98497561","4.85421335","66.8","0.66","1.49","0.95","-31.2","0.3","-29.9","125.8","3.5","13209","7.1","40.4","12.8"
"179.550","82.8301","16","1.4411","0.0135","-0.5490","-37.5789","35.0687","151.8015","4.7000","0.1300","37.5915","44.98498406","4.85420472","66.9","0.61","1.39","0.90","-23.7","-12.0","-25.9","125.8","3.5","13218","7.3","40.4","10.9"
"179.600","83.1504","16","1.3670","-0.0154","-0.5177","-36.1319","33.2690","151.8085","4.7000","0.1300","39.7781","44.98499270","4.85419628","67.2","0.61","1.29","0.84","13.5","1.9","-11.2","125.8","3.5","13188","7.0","40.5","9.2"
"179.650","82.9516","16","1.2762","-0.0232","-0.5291","-34.8795","31.0792","151.7965","4.7000","0.1300","42.4791","44.98500129","4.85418807","67.3","0.57","1.24","0.81","13.3","6.3","-7.3","126.5","3.5","13180","5.5","40.6","8.1"
"179.700","82.9231","16","1.2363","-0.0170","-0.4906","-33.5319","30.1339","151.8269","4.7000","0.1300","43.7966","44.98501004","4.85418032","67.4","0.58","1.22","0.78","-4.9","17.8","-9.9","127.8","3.5","13134","4.0","40.8","7.1"
"179.750","83.0387","16","1.2118","0.0273","-0.4722","-32.0279","29.5489","151.8284","4.7000","0.1300","44.7258","44.98501900","4.85417277","67.4","0.57","1.22","0.78","-32.7","3.0","-17.4","129.1","3.5","13109","3.4","40.8","6.0"
"179.800","83.2097","16","1.1713","0.0290","-0.4677","-30.2885","28.5532","151.8315","4.7000","0.1380","46.3809","44.98502824","4.85416570","67.5","0.59","1.17","0.78","-28.3","-5.3","-18.4","130.3","3.5","13060","4.0","40.8","4.8"
"179.850","83.1391","16","1.1205","0.0254","-0.4568","-28.7742","27.3047","151.8268","4.7000","0.1390","48.4605","44.98503755","4.85415885","67.6","0.57","1.09","0.77","-16.9","-7.4","-22.6","131.6","3.5","13050","4.7","40.7","3.6"
"179.900","82.9118","16","1.0775","0.0181","-0.4113","-27.3405","26.2479","151.8573","4.7000","0.1170","50.2739","44.98504681","4.85415258","67.6","0.57","1.00","0.76","0.6","-0.6","-21.5","132.9","3.5","13052","4.9","40.8","2.5"
"179.950","82.9674","16","1.0625","0.0460","-0.3737","-26.0904","25.8764","151.8770","4.7000","0.1045","51.0298","44.98505632","4.85414642","67.7","0.58","0.94","0.77","0.5","-3.5","-20.3","134.1","3.5","13051","4.5","40.8","1.5"
"180.000","83.0781","16","1.0563","0.0459","-0.3252","-25.0317","25.7060","151.9173","4.7000","0.1000","51.4366","44.98506581","4.85414041","67.8","0.55","0.91","0.78","-25.0","-7.5","-20.6","135.4","3.5","13062","4.1","40.9","0.3"
"180.050","83.4023","16","1.0213","0.0438","-0.2617","-23.6468","24.8332","151.9714","4.6000","0.1095","53.4522","44.98507556","4.85413487","67.9","0.52","0.85","0.74","-26.3","-7.4","-22.4","136.7","3.5","13060","4.5","41.1","-0.9"
"180.100","83.4124","16","0.9642","0.0446","-0.2722","-22.6289","23.4280","151.9537","4.6000","0.1000","56.6651","44.98508530","4.85412926","67.9","0.55","0.84","0.71","1.1","-7.4","-23.0","138.0","3.5","13083","4.6","41.3","-2.5"
"180.150","83.2620","16","0.9206","0.0167","-0.2765","-21.7198","22.3519","151.9483","4.6000","0.0945","59.2861","44.98509504","4.85412403","67.9","0.57","0.90","0.73","1.2","-5.9","-20.8","139.2","3.5","13114","3.5","41.4","-3.9"
"180.200","83.2646","16","0.9143","0.0064","-0.2598","-20.6219","22.1963","151.9605","4.6000","0.0980","59.7035","44.98510484","4.85411907","67.9","0.58","0.97","0.76","-18.3","-11.1","-23.5","140.5","3.5","13124","2.4","41.5","-5.3"
"180.250","83.3980","16","0.9256","0.0102","-0.2232","-19.1315","22.4707","151.9733","4.6000","0.1100","59.0690","44.98511488","4.85411446","67.9","0.59","0.98","0.76","-20.8","-7.2","-21.9","141.8","3.5","13132","2.2","41.5","-6.6"
"180.300","83.5099","16","0.9625","0.0145","-0.2227","-17.8385","23.3644","151.9780","4.6000","0.1070","56.8858","44.98512493","4.85411025","67.9","0.61","0.99","0.78","-19.3","-1.3","-19.9","143.0","3.5","13112","2.3","41.6","-7.9"
"180.350","83.4185","16","0.9787","0.0166","-0.2403","-16.7908","23.7546","151.9565","4.6000","0.1000","55.8902","44.98513499","4.85410619","68.0","0.60","0.98","0.80","-22.0","-0.0","-21.6","144.3","3.5","13120","2.5","41.6","-9.0"
"180.400","83.1212","16","0.9760","0.0088","-0.2399","-15.6809","23.6852","151.9421","4.6000","0.1000","55.8540","44.98514508","4.85410243","68.1","0.60","0.96","0.80","-4.8","-4.9","-20.7","145.6","3.5","13130","2.8","41.6","-10.2"
"180.450","83.2593","16","0.9644","0.0152","-0.2417","-14.5420","23.4011","151.9388","4.6000","0.1000","56.6261","44.98515526","4.85409886","68.1","0.59","0.93","0.79","4.8","-10.6","-17.0","146.8","3.5","13155","2.5","41.6","-11.3"
"180.500","83.4048","16","0.9424","0.0304","-0.2403","-13.3562","22.8643","151.9308","4.6000","0.1000","58.0568","44.98516555","4.85409580","68.1","0.59","0.91","0.78","-5.9","-2.1","-15.5","148.1","3.5","13158","1.9","41.7","-12.3"
"180.550","83.5024","16","0.9353","0.0466","-0.2459","-12.3082","22.6785","151.9273","4.6000","0.1000","58.6011","44.98517592","4.85409286","68.1","0.58","0.89","0.78","-22.7","-3.3","-16.7","149.4","3.5","13155","1.7","41.8","-13.3"
